dataset,split_type,model_name,seeds,mean_train_records,mean_test_records,mean_all_gene_pearson,sd_all_gene_pearson,mean_de_gene_pearson,sd_de_gene_pearson,mean_all_gene_rmse,sd_all_gene_rmse,mean_de_gene_rmse,sd_de_gene_rmse,status,notes
openproblems_neurips2023,joint_cell_scaffold_heldout,ridge_cell,100,328.72,26.76,0.1720878172705696,0.0479141064193103,0.2882803213034299,0.0791012888190475,0.9028386051178284,0.1340954648729364,2.059668848739563,0.1381319288752283,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,joint_cell_scaffold_heldout,ridge_cell_drug_fp,100,328.72,26.76,0.118354623924127,0.0344141939251722,0.2090615969991763,0.0591082389354795,0.963857300649784,0.123642739171181,2.0704465639594707,0.1350105190124157,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,joint_cell_scaffold_heldout,ridge_drug_fp,100,328.72,26.76,0.1182784809437975,0.0343673362576446,0.2089276274807542,0.0591046565918092,0.9638089203488472,0.1237196337664849,2.0704946652131206,0.1350643484861356,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,joint_cell_scaffold_heldout,svd50_ridge_cell,10,327.7,27.1,0.168133872477115,0.0303107144337439,0.2897985370774359,0.0537292961249146,0.9839141928984748,0.1563578359440141,2.137631596673383,0.1523918257861603,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,joint_cell_scaffold_heldout,svd50_ridge_cell_drug_fp,10,327.7,27.1,0.1185041429161319,0.0379886940298318,0.2104037117741501,0.0616644629463905,1.0237014114064096,0.1513610020621877,2.1475610496432744,0.1594657894267663,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,joint_cell_scaffold_heldout,svd50_ridge_drug_fp,10,327.7,27.1,0.1184262397844798,0.0380132951733995,0.2102814738034364,0.061675408937835,1.0236845159005452,0.1514747294512265,2.1474469687505744,0.1596296620529283,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,joint_cell_scaffold_heldout,chemcpa_or_cpa,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,joint_cell_scaffold_heldout,prnet,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,joint_cell_scaffold_heldout,scfoundation_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,joint_cell_scaffold_heldout,scfoundation_frozen_ridge,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,joint_cell_scaffold_heldout,scgpt_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,joint_cell_scaffold_heldout,scgpt_frozen_ridge,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,moa_heldout,cell_context_mean,100,434.17,110.83,0.3009945459256252,0.0378460693915978,0.4690611181702293,0.0516756440744093,,,,,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,moa_heldout,drug_mean,100,434.17,110.83,0.229271322190828,0.0382828645877902,0.3709150029753554,0.0551318559034518,,,,,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,moa_heldout,global_mean,100,434.17,110.83,0.229271322190828,0.0382828645877902,0.3709150029753554,0.0551318559034518,,,,,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,moa_heldout,ridge_cell,100,434.17,110.83,0.3007713511779448,0.0386035723179882,0.4678012155571597,0.0524705062035339,,,,,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,moa_heldout,ridge_cell_drug_fp,100,434.17,110.83,0.2115783933910318,0.0303522054930171,0.362755795841319,0.0453404226654648,,,,,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,moa_heldout,ridge_drug_fp,100,434.17,110.83,0.1407352232209731,0.0287138921808845,0.2487660473016655,0.0467084634241116,,,,,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,moa_heldout,chemcpa_or_cpa,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,moa_heldout,prnet,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,moa_heldout,scfoundation_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,moa_heldout,scfoundation_frozen_ridge,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,moa_heldout,scgpt_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,moa_heldout,scgpt_frozen_ridge,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,random,cell_context_mean,100,436.59,108.41,0.3025498208403587,0.0162341561782418,0.4702387343869018,0.0220617732617667,0.8559029841423035,0.0308186777797157,1.9399464800032191,0.032027988294043,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,random,drug_mean,100,436.59,108.41,0.2866017034649848,0.016097592777597,0.4607145456431483,0.0200840577473929,0.9353997415304184,0.0287882802092751,1.8199447214439872,0.027211380744652,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,random,global_mean,100,436.59,108.41,0.2337198127806186,0.0162601202704483,0.3754044297098769,0.0242011833460129,0.8704722893238067,0.0313612548005818,2.016596061198394,0.030621148558332,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,random,nearest_drug_any_cell,10,,,0.2162752982386401,0.0238201435275112,0.360076079918591,0.0325676405594761,1.0828636073674738,0.0297248414409775,1.9450527121932548,0.0276545066407222,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,random,nearest_drug_same_cell,10,,,0.1712966225782989,0.0146055909288184,0.2724070026927516,0.0216445341219264,1.1596553342734397,0.0290422471055751,2.056983798292684,0.0363189027464871,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,random,ridge_cell,100,436.59,108.41,0.3026290806037648,0.0164658313526827,0.4692959543130948,0.022327492298801,0.8549024126783311,0.0309121417648259,1.9452221730337624,0.031907566064519,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,random,ridge_cell_drug_fp,100,436.59,108.41,0.3615596058674119,0.0161369825928078,0.5683231463329339,0.0180685355529621,0.8627140519292541,0.0245994752819301,1.7162979572796289,0.0269201995152096,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,random,ridge_drug_fp,100,436.59,108.41,0.2952164405661117,0.0157428949153353,0.4738259409800966,0.0193878438988995,0.8928369286420907,0.0260583719824422,1.8166050147236112,0.0266107963753395,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,random,svd50_ridge_cell,10,437.6,107.4,0.3007798646557436,0.0188987067688166,0.4622346337517952,0.0238478518025037,0.8718023523376466,0.0298959180597924,1.962952894515191,0.0321413730962942,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,random,svd50_ridge_cell_drug_fp,10,437.6,107.4,0.4035679890159644,0.0247097948108682,0.6096545476411073,0.0246681947282125,0.8224484171963781,0.0246518311154033,1.7286235244903931,0.0232750506483604,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,random,svd50_ridge_drug_fp,10,437.6,107.4,0.3377533632059231,0.0233256464974117,0.5262698324296907,0.0283258903315442,0.8555541115471614,0.0284695522989563,1.8277559350315156,0.023376345830401,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,random,chemcpa_or_cpa,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,random,prnet,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,random,scfoundation_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,random,scfoundation_frozen_ridge,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,random,scgpt_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,random,scgpt_frozen_ridge,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,scaffold_heldout,cell_context_mean,100,438.3,106.7,0.3070054769515991,0.0313957892835705,0.4767890898451856,0.0422217554852001,0.8627143692970276,0.0607802514436684,1.9414065836309649,0.0635900042491918,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,scaffold_heldout,drug_mean,100,438.3,106.7,0.2337544432282447,0.0318264883197816,0.377810280207541,0.0457146828483055,0.8790612292289733,0.0627554008233204,2.0213794340317865,0.0607813659469892,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,scaffold_heldout,global_mean,100,438.3,106.7,0.2337544432282447,0.0318264883197816,0.377810280207541,0.0457146828483055,0.8790612292289733,0.0627554008233204,2.0213794340317865,0.0607813659469892,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,scaffold_heldout,nearest_drug_any_cell,10,,,0.0834012297378278,0.0176784494662658,0.14596924579033,0.0267546496380237,1.1828242166281848,0.0432120302764721,2.1592580954020884,0.0413014313867369,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,scaffold_heldout,nearest_drug_same_cell,10,,,0.1630855192526268,0.0279464667797684,0.2650243004628144,0.0388797465059398,1.1686424964591595,0.0528710500429996,2.0673747040109443,0.0613607191554873,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,scaffold_heldout,ridge_cell,100,438.3,106.7,0.3067272074947528,0.0320294960000679,0.4754815062155046,0.0429119217591906,0.8619069142040692,0.0611082064567375,1.9469278484992976,0.0634108518655345,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,scaffold_heldout,ridge_cell_drug_fp,100,438.3,106.7,0.2338270342450313,0.0271391011482917,0.3919682772508012,0.0372432827975709,0.9165166520981336,0.0539706045950831,1.9499664420899847,0.0603449045088943,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,scaffold_heldout,ridge_drug_fp,100,438.3,106.7,0.1643402497742717,0.0272414827667272,0.2820425165945799,0.0396936727314878,0.9332928247911894,0.055605388124145,2.023051780390844,0.0577755278001957,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,scaffold_heldout,svd50_ridge_cell,10,436.5,108.5,0.2960205055274037,0.0400889869139645,0.4606043565254037,0.0542420867851528,0.8641581800950986,0.0389005215762807,1.9530056749851312,0.0374339581630758,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,scaffold_heldout,svd50_ridge_cell_drug_fp,10,436.5,108.5,0.2365488119146145,0.0293264498922978,0.3927383403293101,0.0400382657492881,0.9046624922109712,0.0346149256719842,1.9559233848380444,0.0409005321513538,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,scaffold_heldout,svd50_ridge_drug_fp,10,436.5,108.5,0.1667407690122616,0.0268458749450666,0.2848749979763713,0.0378488104322885,0.9200144618694108,0.0373888863549994,2.026198264369816,0.0425703326365163,completed,Imported from existing benchmark result CSV.
openproblems_neurips2023,scaffold_heldout,chemcpa_or_cpa,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,scaffold_heldout,prnet,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,scaffold_heldout,scfoundation_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,scaffold_heldout,scfoundation_frozen_ridge,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,scaffold_heldout,scgpt_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
openproblems_neurips2023,scaffold_heldout,scgpt_frozen_ridge,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,cell_heldout,cell_context_mean,30,,731.2,0.0763536922596687,0.0216500597135567,,,0.0860881455337218,0.0051207702846352,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,cell_heldout,cell_dose_mean,30,,731.2,0.0763536922596687,0.0216500597135567,,,0.0860881455337218,0.0051207702846352,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,cell_heldout,drug_mean,30,,731.2,0.1346002064699959,0.0280203870747637,,,0.0897932102138114,0.0039915861706932,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,cell_heldout,global_mean,30,,731.2,0.0763536922596687,0.0216500597135567,,,0.0860881455337218,0.0051207702846352,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,cell_heldout,ridge_cell_dose,30,,731.2,0.0719615674016422,0.0243047621538378,,,0.0864223700809634,0.0050018489511474,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,cell_heldout,ridge_cell_dose_drug_fp,30,,731.2,0.1326306904101603,0.0305659648631639,,,0.0893364346373153,0.0040852868928512,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,cell_heldout,ridge_drug_fp,30,,731.2,0.1349158085151763,0.0290112171324092,,,0.0889956075033533,0.0040622767127809,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,cell_heldout,transigen_adapted_sciplex3,30,1468.8,731.2,0.0270169043630256,0.020974787945266,,,0.6630133794704026,0.6021700799429722,,,completed,"TranSiGen-style Sci-Plex 3 pseudobulk adaptation, 30 seeds."
sciplex3_24h_top2000,cell_heldout,chemcpa_or_cpa,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,cell_heldout,prnet,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,cell_heldout,scfoundation_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,cell_heldout,scfoundation_frozen_ridge,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,cell_heldout,scgpt_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,cell_heldout,scgpt_frozen_ridge,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,joint_cell_scaffold_heldout,cell_context_mean,30,,141.93333333333334,0.0755333673474889,0.0255544650194393,,,0.0861407044840692,0.0076455279835254,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,joint_cell_scaffold_heldout,cell_dose_mean,30,,141.93333333333334,0.0755333673474889,0.0255544650194393,,,0.0861407044840692,0.0076455279835254,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,joint_cell_scaffold_heldout,drug_mean,30,,141.93333333333334,0.0755333673474889,0.0255544650194393,,,0.0861407044840692,0.0076455279835254,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,joint_cell_scaffold_heldout,global_mean,30,,141.93333333333334,0.0755333673474889,0.0255544650194393,,,0.0861407044840692,0.0076455279835254,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,joint_cell_scaffold_heldout,ridge_cell_dose,30,,141.93333333333334,0.0709431868209175,0.0275293517370873,,,0.0864497635056429,0.0075575722351448,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,joint_cell_scaffold_heldout,ridge_cell_dose_drug_fp,30,,141.93333333333334,0.0596765729705951,0.0246187653134774,,,0.0926259464983692,0.0067279169732602,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,joint_cell_scaffold_heldout,ridge_drug_fp,30,,141.93333333333334,0.0582223141944604,0.0233747338353739,,,0.0923046250710988,0.0067761782435648,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,joint_cell_scaffold_heldout,transigen_adapted_sciplex3,30,1183.6666666666667,141.93333333333334,0.0169404230675883,0.0169746373021946,,,0.5808208272389532,0.436208360433451,,,completed,"TranSiGen-style Sci-Plex 3 pseudobulk adaptation, 30 seeds."
sciplex3_24h_top2000,joint_cell_scaffold_heldout,chemcpa_or_cpa,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,joint_cell_scaffold_heldout,prnet,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,joint_cell_scaffold_heldout,scfoundation_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,joint_cell_scaffold_heldout,scfoundation_frozen_ridge,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,joint_cell_scaffold_heldout,scgpt_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,joint_cell_scaffold_heldout,scgpt_frozen_ridge,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,random,cell_context_mean,30,,437.46666666666664,0.2316768319602159,0.0074284385486546,,,0.0832433106226595,0.002642092223847,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,random,cell_dose_mean,30,,437.46666666666664,0.2476349766288948,0.0077026873816787,,,0.0830757100630774,0.0025191962832293,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,random,drug_mean,30,,437.46666666666664,0.2401845045859874,0.0077087763940656,,,0.0831343997329086,0.0021891183915321,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,random,global_mean,30,,437.46666666666664,0.1623486265155224,0.0067005203204081,,,0.083862381241416,0.0028088527321122,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,random,ridge_cell_dose,30,,437.46666666666664,0.2307299296437657,0.007869209908504,,,0.083165424677317,0.0025841894773901,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,random,ridge_cell_dose_drug_fp,30,,437.46666666666664,0.2915578848941759,0.0077441364796479,,,0.0813720780144974,0.0020179079187899,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,random,ridge_drug_fp,30,,437.46666666666664,0.2431170558580188,0.0078072807329161,,,0.0824535763749126,0.0022173692757501,,,completed,Imported from existing benchmark result CSV.
sciplex3_24h_top2000,random,transigen_adapted_sciplex3,30,1762.5333333333333,437.46666666666664,0.2328521378527454,0.0128283233102303,,,0.0803752941244474,0.0021365561531514,,,completed,"TranSiGen-style Sci-Plex 3 pseudobulk adaptation, 30 seeds."
sciplex3_24h_top2000,random,chemcpa_or_cpa,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,random,prnet,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,random,scfoundation_frozen_mlp,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
sciplex3_24h_top2000,random,scfoundation_frozen_ridge,0,,,,,,,,,,,not_run_dependency_or_input_pending,"External implementation, torch runtime, or required raw single-cell/foundation embedding input is not configured locally; see docs/model_feasibility_report.md."
